ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,Bears Edible Fruit,Type of Edible Fruit,COUNT,LATITUDE,LONGITUDE,LOCATION,Point Location
501529,MACTAGGART,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,8,65,2013-06-01,Parks,Yes,Amur Chokecherry,1,53.43543944,-113.5694924,"(53.43543943818131, -113.56949239932177)",POINT (-113.56949239932177 53.43543943818131)
328621,ORMSBY PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,25,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50192046,-113.6526665,"(53.50192046471728, -113.6526664816835)",POINT (-113.6526664816835 53.50192046471728)
409773,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,41,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49120032,-113.6046101,"(53.49120032287108, -113.6046100981323)",POINT (-113.6046100981323 53.49120032287108)
410083,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49690071,-113.6084018,"(53.4969007058175, -113.60840181096292)",POINT (-113.60840181096292 53.4969007058175)
397700,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,2010-05-31,Parks,Yes,Amur Chokecherry,1,53.46168167,-113.3765417,"(53.46168166878519, -113.3765416813158)",POINT (-113.3765416813158 53.46168166878519)
615006,DUNLUCE,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.62480573,-113.5357867,"(53.62480573115793, -113.53578667184377)",POINT (-113.53578667184377 53.62480573115793)
328464,ORMSBY PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,23,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50166971,-113.6539755,"(53.50166971491808, -113.65397553513239)",POINT (-113.65397553513239 53.50166971491808)
479976,JAMIESON PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2006-06-01,Parks,Yes,Amur Chokecherry,1,53.48966945,-113.6471274,"(53.489669454103506, -113.64712737395794)",POINT (-113.64712737395794 53.489669454103506)
368498,FOREST HEIGHTS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.54925454,-113.4515539,"(53.54925454105706, -113.45155392868878)",POINT (-113.45155392868878 53.54925454105706)
336303,GRANDVIEW HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50009194,-113.5455843,"(53.50009193762423, -113.54558434541693)",POINT (-113.54558434541693 53.50009193762423)
151054,LEE RIDGE,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,27,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47365965,-113.4394785,"(53.47365964776243, -113.43947848273639)",POINT (-113.43947848273639 53.47365964776243)
176099,GLENGARRY,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.59604814,-113.4781193,"(53.59604813843036, -113.47811927569032)",POINT (-113.47811927569032 53.59604813843036)
271802,ELSINORE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.64105434,-113.5060916,"(53.64105433974572, -113.50609156011339)",POINT (-113.50609156011339 53.64105433974572)
182048,GLENWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,0,0,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53345424,-113.6104228,"(53.533454235748316, -113.61042278355946)",POINT (-113.61042278355946 53.533454235748316)
397705,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46131963,-113.3759084,"(53.46131963415662, -113.37590839245752)",POINT (-113.37590839245752 53.46131963415662)
538678,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-06-01,Parks,Yes,Schubert Chokecherry,1,53.48330344,-113.6380459,"(53.483303435585036, -113.6380459435861)",POINT (-113.6380459435861 53.483303435585036)
599364,AMBLESIDE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,8,65,2012-05-31,Parks,Yes,Schubert Chokecherry,1,53.4321883,-113.6017169,"(53.43218830429469, -113.60171693932755)",POINT (-113.60171693932755 53.43218830429469)
369699,FOREST HEIGHTS,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54925166,-113.4464816,"(53.549251662004814, -113.44648158502277)",POINT (-113.44648158502277 53.549251662004814)
409774,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,29,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49122051,-113.6044123,"(53.49122051164808, -113.60441232776476)",POINT (-113.60441232776476 53.49122051164808)
475543,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,2003-06-01,Parks,Yes,Schubert Chokecherry,1,53.48432355,-113.6386648,"(53.48432355080478, -113.6386647803945)",POINT (-113.6386647803945 53.48432355080478)
279409,RAMPART INDUSTRIAL,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,2007-06-01,Parks,Yes,Amur Chokecherry,1,53.61276407,-113.5882409,"(53.612764065045596, -113.58824088635293)",POINT (-113.58824088635293 53.612764065045596)
347240,WELLINGTON,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.59680994,-113.5602997,"(53.59680994051091, -113.56029970354776)",POINT (-113.56029970354776 53.59680994051091)
400491,TERWILLEGAR TOWNE,Centre Median,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.45090975,-113.5660979,"(53.45090975405915, -113.56609789227221)",POINT (-113.56609789227221 53.45090975405915)
248395,LA PERLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5317363,-113.6485415,"(53.53173629915935, -113.64854148130732)",POINT (-113.64854148130732 53.53173629915935)
256346,CUMBERLAND,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,23,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.61234992,-113.5415559,"(53.61234991661294, -113.54155590199908)",POINT (-113.54155590199908 53.61234991661294)
172793,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2007-05-31,Parks,Yes,Amur Chokecherry,1,53.46162221,-113.3790545,"(53.46162220910684, -113.37905452232009)",POINT (-113.37905452232009 53.46162220910684)
416666,BARANOW,Park,Amelanchier alnifolia,"Saskatoon, Tree Form",Amelanchier,alnifolia,,7,65,2009-06-01,Parks,Yes,Saskatoon,1,53.61371374,-113.5372645,"(53.613713739008354, -113.53726452218824)",POINT (-113.53726452218824 53.613713739008354)
614699,HAZELDEAN,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,4,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50562189,-113.4717503,"(53.50562189121261, -113.47175028737658)",POINT (-113.47175028737658 53.50562189121261)
409770,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,34,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49120851,-113.6049133,"(53.49120850541277, -113.60491333390368)",POINT (-113.60491333390368 53.49120850541277)
193728,DECHENE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48914094,-113.6375339,"(53.48914093506258, -113.63753386786809)",POINT (-113.63753386786809 53.48914093506258)
207902,KEHEEWIN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.44880089,-113.5126408,"(53.44880088837798, -113.51264076523607)",POINT (-113.51264076523607 53.44880088837798)
397406,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46154571,-113.3809849,"(53.4615457143875, -113.38098493475658)",POINT (-113.38098493475658 53.4615457143875)
140890,RUTHERFORD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.42447797,-113.5342075,"(53.42447797255343, -113.53420748375736)",POINT (-113.53420748375736 53.42447797255343)
287819,BELGRAVIA,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,28,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.50711365,-113.5388961,"(53.50711364900197, -113.53889610047108)",POINT (-113.53889610047108 53.50711364900197)
406905,BATURYN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.63278098,-113.505275,"(53.63278098350116, -113.50527496352552)",POINT (-113.50527496352552 53.63278098350116)
409775,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,26,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49123217,-113.604315,"(53.491232166126686, -113.60431500636565)",POINT (-113.60431500636565 53.491232166126686)
280493,RIVER VALLEY VICTORIA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,28,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53518451,-113.5183711,"(53.535184513074924, -113.51837113584288)",POINT (-113.51837113584288 53.535184513074924)
193244,WEDGEWOOD HEIGHTS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47459645,-113.6496545,"(53.47459645178776, -113.6496544910144)",POINT (-113.6496544910144 53.47459645178776)
418307,THE HAMPTONS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,19,65,2003-06-01,Parks,Yes,Schubert Chokecherry,1,53.48734239,-113.6665498,"(53.48734238816062, -113.66654979854621)",POINT (-113.66654979854621 53.48734238816062)
432202,STEINHAUER,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2013-06-01,Parks,Yes,Amur Chokecherry,1,53.4652276,-113.5156548,"(53.46522760130351, -113.5156547821555)",POINT (-113.5156547821555 53.46522760130351)
488309,GREENFIELD,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,8,65,2009-06-01,Parks,Yes,Schubert Chokecherry,1,53.47550659,-113.5169384,"(53.47550659371881, -113.51693842599093)",POINT (-113.51693842599093 53.47550659371881)
376833,WINDERMERE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.43675419,-113.626943,"(53.43675419117313, -113.6269430413813)",POINT (-113.6269430413813 53.43675419117313)
409242,MACEWAN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.4252756,-113.5296984,"(53.42527559657015, -113.52969838978655)",POINT (-113.52969838978655 53.42527559657015)
403267,CARTER CREST,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.46510046,-113.5760655,"(53.46510045741525, -113.57606548612534)",POINT (-113.57606548612534 53.46510045741525)
369843,LORELEI,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,24,0,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.62491738,-113.5124882,"(53.624917382107384, -113.51248822749749)",POINT (-113.51248822749749 53.624917382107384)
191455,DECHENE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48917034,-113.637325,"(53.48917033902033, -113.63732496233868)",POINT (-113.63732496233868 53.48917033902033)
364361,HUDSON,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.60354785,-113.5519651,"(53.603547853914236, -113.55196509060642)",POINT (-113.55196509060642 53.603547853914236)
221113,PRINCE RUPERT,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5626689,-113.5266381,"(53.56266889596297, -113.52663814047138)",POINT (-113.52663814047138 53.56266889596297)
198418,RUTHERFORD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2007-06-01,Parks,Yes,Amur Chokecherry,1,53.41380374,-113.5351071,"(53.41380374105277, -113.53510708588007)",POINT (-113.53510708588007 53.41380374105277)
478492,STRATHCONA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,25,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.52112676,-113.4896414,"(53.52112676256152, -113.48964139214537)",POINT (-113.48964139214537 53.52112676256152)
201658,OLESKIW,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,21,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49827789,-113.6088349,"(53.498277892000935, -113.60883494101974)",POINT (-113.60883494101974 53.498277892000935)
367771,HILLVIEW,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,30,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47336316,-113.430517,"(53.47336316006832, -113.43051704299421)",POINT (-113.43051704299421 53.47336316006832)
370007,FOREST HEIGHTS,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54924688,-113.4435722,"(53.54924687862978, -113.44357223682678)",POINT (-113.44357223682678 53.54924687862978)
280186,RIVER VALLEY VICTORIA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53003931,-113.5030242,"(53.53003930934861, -113.50302422840188)",POINT (-113.50302422840188 53.53003930934861)
176100,GLENGARRY,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.59600989,-113.4782151,"(53.5960098897125, -113.47821507857488)",POINT (-113.47821507857488 53.5960098897125)
230043,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,24,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.51059898,-113.4941877,"(53.51059897501519, -113.49418772137147)",POINT (-113.49418772137147 53.51059897501519)
348623,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.45185846,-113.573899,"(53.45185845860562, -113.5738990253944)",POINT (-113.5738990253944 53.45185845860562)
409456,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,27,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49146235,-113.6057717,"(53.4914623495221, -113.60577168670453)",POINT (-113.60577168670453 53.4914623495221)
390141,MACTAGGART,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,9,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.4394372,-113.5614638,"(53.43943719766288, -113.56146379314026)",POINT (-113.56146379314026 53.43943719766288)
466373,AMBLESIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.43306938,-113.5967766,"(53.433069382633306, -113.59677661140451)",POINT (-113.59677661140451 53.433069382633306)
172792,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2007-05-31,Parks,Yes,Amur Chokecherry,1,53.46161437,-113.3789316,"(53.46161437241266, -113.37893161826597)",POINT (-113.37893161826597 53.46161437241266)
218293,WEST SHEFFIELD INDUSTRIAL,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56244566,-113.6029713,"(53.56244565581365, -113.60297132872728)",POINT (-113.60297132872728 53.56244565581365)
153014,DOWNTOWN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.5408181,-113.4893325,"(53.540818101798614, -113.48933245848863)",POINT (-113.48933245848863 53.540818101798614)
328617,ORMSBY PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,33,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50167455,-113.6530212,"(53.50167454546776, -113.65302118494171)",POINT (-113.65302118494171 53.50167454546776)
192813,DECHENE,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49553347,-113.6350399,"(53.49553347205771, -113.63503987832294)",POINT (-113.63503987832294 53.49553347205771)
440581,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.49621949,-113.6049114,"(53.496219486263136, -113.60491143626402)",POINT (-113.60491143626402 53.496219486263136)
547107,CHAPPELLE AREA,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,8,65,2014-06-01,Parks,Yes,Schubert Chokecherry,1,53.4058994,-113.5674029,"(53.4058993963508, -113.56740289960577)",POINT (-113.56740289960577 53.4058993963508)
393409,TERWILLEGAR TOWNE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,2010-05-31,Parks,Yes,Amur Chokecherry,1,53.45140889,-113.5662346,"(53.451408890496445, -113.56623461335815)",POINT (-113.56623461335815 53.451408890496445)
368580,HILLVIEW,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47001838,-113.4167577,"(53.470018381091236, -113.41675768710805)",POINT (-113.41675768710805 53.470018381091236)
236192,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,26,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.45228812,-113.5776632,"(53.452288121875405, -113.57766323482413)",POINT (-113.57766323482413 53.452288121875405)
371073,BRITANNIA YOUNGSTOWN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,22,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54882881,-113.5923434,"(53.54882880784178, -113.59234338643921)",POINT (-113.59234338643921 53.54882880784178)
250923,CUMBERLAND,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,33,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.61370855,-113.5415596,"(53.61370855056844, -113.5415596281424)",POINT (-113.5415596281424 53.61370855056844)
172794,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2007-05-31,Parks,Yes,Amur Chokecherry,1,53.4616559,-113.3791674,"(53.461655904357954, -113.37916740170446)",POINT (-113.37916740170446 53.461655904357954)
205281,ALDERGROVE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.51708593,-113.6478713,"(53.517085934215764, -113.6478713491448)",POINT (-113.6478713491448 53.517085934215764)
198416,RUTHERFORD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,2007-06-01,Parks,Yes,Amur Chokecherry,1,53.41307716,-113.5362617,"(53.41307715550227, -113.53626165003558)",POINT (-113.53626165003558 53.41307715550227)
475292,AMBLESIDE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,2012-05-31,Parks,Yes,Amur Chokecherry,1,53.4253001,-113.611598,"(53.425300098740585, -113.61159795013627)",POINT (-113.61159795013627 53.425300098740585)
173000,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2008-05-31,Parks,Yes,Amur Chokecherry,1,53.46136456,-113.3787833,"(53.46136456452663, -113.37878330105683)",POINT (-113.37878330105683 53.46136456452663)
614593,WESTWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,65,2015-03-06,Parks,Yes,Amur Chokecherry,1,53.57955095,-113.4940276,"(53.57955094802778, -113.49402762093024)",POINT (-113.49402762093024 53.57955094802778)
383461,KINISKI GARDENS,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47171518,-113.4025942,"(53.47171518284052, -113.40259416809691)",POINT (-113.40259416809691 53.47171518284052)
204976,ALDERGROVE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.51632944,-113.6468764,"(53.516329442902205, -113.64687640373589)",POINT (-113.64687640373589 53.516329442902205)
348626,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.45202385,-113.5739086,"(53.45202385185532, -113.57390863500719)",POINT (-113.57390863500719 53.45202385185532)
254244,LA PERLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,0,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53348982,-113.6445356,"(53.53348982181207, -113.64453559070061)",POINT (-113.64453559070061 53.53348982181207)
409787,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,29,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49165147,-113.6056592,"(53.491651468270206, -113.60565922238928)",POINT (-113.60565922238928 53.491651468270206)
594756,GLENRIDDING HEIGHTS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2014-06-01,Parks,Yes,Schubert Chokecherry,1,53.41886052,-113.601295,"(53.41886052176926, -113.6012949735682)",POINT (-113.6012949735682 53.41886052176926)
409244,MACEWAN,Centre Median,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,2003-06-01,Parks,Yes,Amur Chokecherry,1,53.42529901,-113.5286612,"(53.42529900608923, -113.52866124686113)",POINT (-113.52866124686113 53.42529900608923)
