Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Communications and Public Engagement,2020,"Director, Public Engagement",Senior Manager Zone 2,122578.82,0,26212.56,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,148907.72,0,29695.94,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,133317.86,0,26205.44,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,132080.76,0,28480.57,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,120299.92,0,21526.07,0
Communications and Public Engagement,2020,"Director, Advertising",Senior Manager Zone 2,118476.02,0,23412.68,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,120470.48,0,24468.04,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,119537.86,3750,21900.09,0
Communications and Public Engagement,2020,"Director, Planning and Events",Senior Manager Zone 2,123062.64,0,21595.62,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,133068.26,150,27975.23,0
Communications and Public Engagement,2020,Communications Director,Senior Manager Zone 2,119678.84,0,25370,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,116888.46,2550,26342.34,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,133317.86,11400,27368.54,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,119540.46,0,24313.2,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,119540.46,0,22088.76,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,119091.44,0,22581.33,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,119811.38,0,21249.33,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,129502.1,2900,25404.11,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,119540.4,0,22555.95,0
Communications and Public Engagement,2020,"Exec Dir, Insights and Coord",Executive Manager 1,146649.62,3200,28604.54,0
Communications and Public Engagement,2020,Dir. Cross Min. Initiatives,Senior Manager Zone 2,133317.86,2800,26434.83,0
Communications and Public Engagement,2020,"Executive Director, Outreach",Executive Manager 1,149649.24,0,28738,0
Communications and Public Engagement,2020,"ADM, Communications - Economic",Assistant Deputy Minister,150864.42,0,30234.32,0
Communications and Public Engagement,2020,"ADM, Strategic Comm - Social",Assistant Deputy Minister,179255.27,0,36308.49,0
Communications and Public Engagement,2020,"Director, Communications",Senior Manager Zone 2,117867.62,16800,22412.19,0
Community and Social Services,2020,Regional Director,Senior Manager Zone 2,133317.86,0,24544.89,0
Community and Social Services,2020,Dir-Intergov Relations,Senior Manager Zone 1,114819.78,0,24988.67,0
Community and Social Services,2020,Sr Mgr-Disability Services,Senior Manager Zone 2,113590.62,0,21843.07,0
Community and Social Services,2020,Director,Senior Manager Zone 2,123696.04,0,23217.31,0
Community and Social Services,2020,Director-Investigations Unit,Senior Manager Zone 1,115724.7,0,22095.65,0
Community and Social Services,2020,"Director, Dis Adv & Engagement",Senior Manager Zone 2,115724.7,0,24350.01,0
Community and Social Services,2020,Executive Director,Executive Manager 1,137470.32,0,7407.69,0
Community and Social Services,2020,Sr Mgr-AISH/BFE,Senior Manager Zone 2,115229.66,200,22048.91,0
Community and Social Services,2020,Dir-Region Support Services,Senior Manager Zone 2,153545.6,0,27096.81,0
Community and Social Services,2020,"ADM, Prog Policy & Improvement",Assistant Deputy Minister,188459.44,0,35482.89,0
Community and Social Services,2020,Psychologist,Psychologist 2,114010.49,0,22005.44,0
Community and Social Services,2020,"Ex Director,CSS Program Review",Executive Manager 1,143983.32,0,29041.39,0
Community and Social Services,2020,"Dir, ASIES",Executive Manager 1,120105.44,0,24690.45,0
Community and Social Services,2020,Dir. Access & Service Delivery,Senior Manager Zone 2,133317.86,10400,23155.36,0
Community and Social Services,2020,"ADM, Delivery Services",Assistant Deputy Minister,170670.76,0,34222,0
Community and Social Services,2020,Director,Senior Manager Zone 2,133317.86,2150,24344.48,0
Community and Social Services,2020,Dir-Appeals Secretariat,Senior Manager Zone 1,115724.44,300,20864.5,0
Community and Social Services,2020,"Dir, Fin Serv & Accountability",Senior Manager Zone 2,133317.86,0,8180.15,0
Community and Social Services,2020,"ED, Fam and Community Services",Executive Manager 1,166837.19,0,26402.96,0
Community and Social Services,2020,Director - Finance,Senior Manager Zone 2,122221.19,0,23994.69,0
Community and Social Services,2020,Sr. Mgr - ASIES,Senior Manager Zone 1,120164.53,500,23449.31,0
Community and Social Services,2020,Director,Executive Manager 1,116614.9,0,22234.29,0
Community and Social Services,2020,Dir-Priority Initiatives,Senior Manager Zone 1,115724.7,0,24526.08,0
Community and Social Services,2020,Regional Exec Director Calgary,Executive Manager 1,168982.58,0,6399.35,0
Community and Social Services,2020,Regional Ex Dir-NW,Executive Manager 1,159521.7,9700,29100.26,0
Community and Social Services,2020,Advocate-pers w. Disabilities,Executive Manager 1,144444.56,0,24611.45,0
Community and Social Services,2020,Sr Mgr-AS/AW,Senior Manager Zone 2,128572.08,0,22835.5,0
Community and Social Services,2020,Ex Dir-Income and Empl Branch,Executive Manager 1,164060.78,19778.68,33351.5,0
Community and Social Services,2020,ED - Strategic Policy,Executive Manager 1,140987.28,0,28394.76,0
Community and Social Services,2020,Dir-Priority/Governance Coord,Senior Manager Zone 2,128555.18,0,23747.07,0
Community and Social Services,2020,"Executive Director, SDII",Executive Manager 1,143983.32,0,29424.12,0
Community and Social Services,2020,"Regional Dir, Disability Svcs",Senior Manager Zone 2,158409.16,0,27815.13,0
Community and Social Services,2020,Chief of Staff,Senior Manager Zone 2,129611.56,0,27057.73,0
Community and Social Services,2020,Regional Director-RSS,Executive Manager 1,115030.56,0,22005.28,0
Community and Social Services,2020,Director Disability Services,Senior Manager Zone 2,128453.52,6200,24692.93,0
Community and Social Services,2020,Dir - Bus Improve & Optimiz,Senior Manager Zone 2,123696.04,0,25185.52,0
Community and Social Services,2020,Dir-ASIES,Senior Manager Zone 2,125409.24,0,23129.17,0
Community and Social Services,2020,Dentist,Executive Manager 2,38307.53,22736.96,1602.39,0
Community and Social Services,2020,Dir-PDD Review Secretariate,Senior Manager Zone 2,123696.04,150,21965.28,0
Community and Social Services,2020,Dir - Regional Finance,Senior Manager Zone 2,126455.68,200,26496.29,0
Community and Social Services,2020,Ex Dir-Disability Services,Assistant Deputy Minister,142395.5,0,29224.56,0
Community and Social Services,2020,ADM-Community Serv and Supp,Assistant Deputy Minister,148727.09,0,28979.58,0
Community and Social Services,2020,Dir-Strategic  Policy Dev,Senior Manager Zone 2,134548.49,0,26600.07,0
Community and Social Services,2020,ADM-Corporate Services,Assistant Deputy Minister,135658.69,88024.3,6136.51,0
Community and Social Services,2020,"Regional Dir, Reg Supp Servcs",Senior Manager Zone 2,119196.22,500,23747.1,0
Community and Social Services,2020,Ex Dir - CSS Snr Fin Officer,Executive Manager 1,164060.78,0,32879.76,0
Community and Social Services,2020,Dir - AB Supp & Career Res,Senior Manager Zone 2,133317.86,0,27615.09,0
Community and Social Services,2020,Behaviour Consultant,Psychologist 2,114241.6,0,20927.94,0
Community and Social Services,2020,Deputy Minister,Snr Officer Deputy Minister,285877.28,7969.26,60784.16,0
Community and Social Services,2020,Dir-Regional Support Services,Senior Manager Zone 2,126082.58,300,26371.33,0
Community and Social Services,2020,Dir Data Development &Analysis,Senior Manager Zone 2,126074.78,0,27010.35,0
Community and Social Services,2020,Director,Senior Manager Zone 2,129547.34,0,24725.88,0
Community and Social Services,2020,Dir-Disability Services,Senior Manager Zone 2,114354.46,0,22645.69,0
Community and Social Services,2020,Sr Mgr-FCSS,Senior Manager Zone 1,118938.56,0,6355.38,0
Community and Social Services,2020,Ex Dir-Business Services,Executive Manager 1,166281.9,3200,33486.31,0
Community and Social Services,2020,Director SPR,Senior Manager Zone 2,119196.22,0,24949.33,0
Community and Social Services,2020,"Service Deliver Mgr, PR/HL",Manager Zone 2,113678.24,8950,21834.78,0
Community and Social Services,2020,"Sr.Mgr, Financial Reporting",Senior Manager Zone 1,121866.24,0,26033.99,0
Community and Social Services,2020,Director,Senior Manager Zone 2,58705.2,51541.35,12894.13,198879.91
Community and Social Services,2020,Sr Mgr-Internal Audit,Senior Manager Zone 1,118938.56,0,25647.43,0
Community and Social Services,2020,Dir-Emerg Mgmt Bus Continuity,Senior Manager Zone 1,116989.08,23450,22291.24,0
Community and Social Services,2020,"Dir, Financial Planning & Init",Senior Manager Zone 2,115724.7,0,22116.79,0
Community and Social Services,2020,Strategic Advisor,Senior Manager Zone 1,114417.52,212.84,21965.8,0
Community and Social Services,2020,Sr Mgr-AS/AW,Senior Manager Zone 2,133317.86,0,6947.05,0
Community and Social Services,2020,"Director, Housing and Homeless",Senior Manager Zone 2,123696.04,5000,25737.23,0
Community and Social Services,2020,Senior Manager,Senior Manager Zone 1,118938.56,2850,22560.45,0
Community and Social Services,2020,Regional Director,Senior Manager Zone 2,166205.74,9303.25,29750.76,0
Community and Social Services,2020,Director,Senior Manager Zone 2,133317.86,500,25832.98,0
Community and Social Services,2020,Behaviour Consultant,Psychologist 2,114241.6,0,20927.94,0
Community and Social Services,2020,"Exec Director, Comm Srv Del",Executive Manager 1,160214.34,0,28915.9,0
Community and Social Services,2020,Regional Ex Dir-Central,Executive Manager 1,151633.56,0,28648.18,0
Community and Social Services,2020,"ED, Strategic Initiatives",Executive Manager 1,131524.09,20729.9,24104.83,0
Community and Social Services,2020,"ED-Perf Mgt, Analytics&Researc",Executive Manager 1,130832.52,0,25974.26,0
Community and Social Services,2020,Senior Manager -  East Zone,Senior Manager Zone 1,115724.7,0,21943.38,0
Community and Social Services,2020,"Exec Director,Edm Region",Executive Manager 1,168982.58,0,30254.32,0
Community and Social Services,2020,Sr Mgr-RSS,Senior Manager Zone 1,120237.72,0,22734.41,0
Community and Social Services,2020,Dir- Regional Support Services,Senior Manager Zone 2,114469.15,6444.15,21904,0
Community and Social Services,2020,"Director, PERT",Senior Manager Zone 2,128453.52,0,23873.93,0
Community and Social Services,2020,"Dir, Program Delivery",Senior Manager Zone 2,133317.86,0,27339.35,0
Community and Social Services,2020,Dir-Fin Client Pymts and Rev,Senior Manager Zone 2,119196.22,1950,25683.06,0
Community and Social Services,2020,"ADM Strat Pol, Plan & QA",Assistant Deputy Minister,187283.72,0,36589.2,0
Community and Social Services,2020,Dir-Strat Accom Serv/Ops,Senior Manager Zone 1,118938.56,0,25468.95,0
"Culture, Multiculturalism and Status of Women",2020,"Director, Strategy and Policy",Senior Manager Zone 1,116428.78,0,24159.77,0
"Culture, Multiculturalism and Status of Women",2020,"ADM, Creative & Community Dev.",Assistant Deputy Minister,177185.58,37599.06,34975.85,0
"Culture, Multiculturalism and Status of Women",2020,"Director, Corporate Supports",Senior Manager Zone 1,118938.56,0,24395.4,0
"Culture, Multiculturalism and Status of Women",2020,Executive Director Arts Branch,Executive Manager 1,148301.66,0,28503.72,0
"Culture, Multiculturalism and Status of Women",2020,"Dir, SW Gender Equ, Adv & Tra",Senior Manager Zone 2,115724.7,0,23871.77,0
"Culture, Multiculturalism and Status of Women",2020,"Dir, SW, Vio Against Wom & Gir",Senior Manager Zone 2,123678.89,0,26222.94,0
"Culture, Multiculturalism and Status of Women",2020,"Director, Business Operations",Senior Manager Zone 1,117204.88,0,22321.13,0
"Culture, Multiculturalism and Status of Women",2020,"ED, Community Engagement",Executive Manager 1,139177.93,0,28207.12,0
"Culture, Multiculturalism and Status of Women",2020,"Director,Community Development",Senior Manager Zone 2,125205.7,0,25244.51,0
"Culture, Multiculturalism and Status of Women",2020,"Dir, High Performance Sport",Senior Manager Zone 1,26392.02,83305.76,8346.31,189520.31
"Culture, Multiculturalism and Status of Women",2020,ED/Commissioner Cul Industries,Executive Manager 1,137778.16,0,25160.53,0
"Culture, Multiculturalism and Status of Women",2020,Director Visitor Experience,Senior Manager Zone 1,118938.56,500,5796.69,0
"Culture, Multiculturalism and Status of Women",2020,"ADM, SW& Strat. Integration",Assistant Deputy Minister,174396.56,26830.24,34092.43,0
"Culture, Multiculturalism and Status of Women",2020,Minister's Chief of Staff,Ministerial Ministerial EA,118036.3,0,25279.39,0
"Culture, Multiculturalism and Status of Women",2020,"ADM, Pol. & Strategic Corp Ser",Assistant Deputy Minister,49856.11,8597.99,12075.34,166826.2
"Culture, Multiculturalism and Status of Women",2020,"Director,Community Grants",Senior Manager Zone 2,122255.9,0,23017.93,0
"Culture, Multiculturalism and Status of Women",2020,Exec Director Prov Archivist,Executive Manager 1,164060.78,0,29052.01,0
"Culture, Multiculturalism and Status of Women",2020,"ADM, Heritage Division",Assistant Deputy Minister,200404.88,0,39627.66,0
"Culture, Multiculturalism and Status of Women",2020,"Dir, Cabinet & Exec Priorities",Senior Manager Zone 2,115724.7,0,25189.23,0
"Culture, Multiculturalism and Status of Women",2020,"ED, RT Museum",Executive Manager 1,124250.81,0,21833.65,0
"Culture, Multiculturalism and Status of Women",2020,Director - Op's and Finance,Senior Manager Zone 1,118938.56,0,22560.45,0
"Culture, Multiculturalism and Status of Women",2020,Senior Financial Officer,Executive Manager 1,134126.46,0,26684.81,0
"Culture, Multiculturalism and Status of Women",2020,Dir Collections Management,Senior Manager Zone 1,118938.56,0,23190.43,0
"Culture, Multiculturalism and Status of Women",2020,"ED, Sport, Phys  Activity& Rec",Executive Manager 1,163807.02,0,33046.72,0
"Culture, Multiculturalism and Status of Women",2020,Dir Hist Places Stewardship,Senior Manager Zone 2,133317.86,0,12582.08,0
"Culture, Multiculturalism and Status of Women",2020,Deputy Minister,Snr Officer Deputy Minister,285877.28,0,59100.78,0
"Culture, Multiculturalism and Status of Women",2020,"Direct, Plan & Perform Measure",Senior Manager Zone 1,115454.56,0,24235.24,0
"Culture, Multiculturalism and Status of Women",2020,"Director,Policy and Serv Coord",Executive Manager 1,122341.37,0,22202.28,0
"Culture, Multiculturalism and Status of Women",2020,"Executive Director, RAM",Executive Manager 1,164060.78,300,32838.13,0
"Culture, Multiculturalism and Status of Women",2020,"Dir, Policy Coord & Evaluation",Executive Manager 1,128013.33,0,22349.01,0
"Culture, Multiculturalism and Status of Women",2020,"Mgr, Creative Services",Manager Zone 2,24167.3,21393.16,8209.62,142395.29
"Culture, Multiculturalism and Status of Women",2020,"Sr Mgr, Organizational Develop",Senior Manager Zone 1,118938.56,0,22560.45,0
"Culture, Multiculturalism and Status of Women",2020,"Director, Financial Planning",Senior Manager Zone 1,118938.56,0,31737.41,0
"Culture, Multiculturalism and Status of Women",2020,"ED, Historic Res. Mgmt",Executive Manager 1,139062.82,0,25129.5,0
"Culture, Multiculturalism and Status of Women",2020,Dir Fin Reporting and Ops,Senior Manager Zone 1,118938.56,0,24716.5,0
Education,2020,"SM, Business Operations",Senior Manager Zone 1,118938.56,0,24142.02,0
Education,2020,Chief of Staff,Senior Manager Zone 2,116792.94,0,6293.85,0
Education,2020,"Dir, Divisional Performance",Senior Manager Zone 1,116397.04,0,25175.43,0
Education,2020,"Dir, Busn Ops & Stakehldr Supp",Senior Manager Zone 2,132321.02,0,24353.4,0
Education,2020,"SM, Wellness Education",Senior Manager Zone 1,118938.56,0,24828.43,0
Education,2020,"ED, EMYFrenchEd&IndigenousCurr",Executive Manager 1,137710.56,0,25151.41,0
Education,2020,"Dir, French Education (K-12)",Senior Manager Zone 2,123696.04,0,25812.89,0
Education,2020,Field Services Manager,Senior Manager Zone 1,118938.56,0,22560.45,0
Education,2020,"SM, Science 30",Senior Manager Zone 1,118938.56,0,24828.43,0
Education,2020,"ED, FNMI Education",Executive Manager 1,153019.86,0,26466.5,0
Education,2020,"ADM, Strat Svcs & Governance",Assistant Deputy Minister,1401.98,87436.18,4909.37,174827.45
Education,2020,"ED, TLE/Registrar",Executive Manager 1,143983.32,0,26017.33,0
Education,2020,"Dir, Planning Coordination",Senior Manager Zone 2,133317.86,0,26580.23,0
Education,2020,Field Services Manager,Senior Manager Zone 1,118938.56,0,24547.31,0
